"[17409B301A03000E00030274356A75DA]::740F1B984F21557FB31CAC8EE7E24172","You lose control, and let the Beast take over for a short time. The Beast teleports itself to all enemies around you, and strikes them with furious blows.","You lose control, and let the Beast take over for a short time. The Beast teleports itself to all enemies around you, and strikes them with furious blows.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::8032B05643800E83779C13B35EA504C6","You lose control, and let the Beast take over for a short time. The Beast teleports itself to all enemies around you, and strikes them with furious blows.","You lose control, and let the Beast take over for a short time. The Beast teleports itself to all enemies around you, and strikes them with furious blows.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::C0B2F79A462AB2E7F590ADAF469CB33F","You lose control, and let the Beast take over for a short time. The Beast teleports itself to all enemies around you, and strikes them with furious blows.","You lose control, and let the Beast take over for a short time. The Beast teleports itself to all enemies around you, and strikes them with furious blows.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::C19157E948788FF1B5A0EB8838478668","You lose control, and let the Beast take over for a short time. The Beast teleports itself to all enemies around you, and strikes them with furious blows.","You lose control, and let the Beast take over for a short time. The Beast teleports itself to all enemies around you, and strikes them with furious blows.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::05081C2446534E0F4F30FF933BDD09F0","A close-range strike that will cut through all living creatures in front of you.","A close-range strike that will cut through all living creatures in front of you.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::65F4724F41656B85E7A25190C2475200","A close-range strike that will cut through all living creatures in front of you.","A close-range strike that will cut through all living creatures in front of you.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::AC81956A461585F75B0A558EE56A6F05","Big Thirst","Велика жага","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::D7E94B534D47DE9BCF0D0AA37E4C576B","Claws","Пазурі","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::08C65B6B4E5256074CC8918F85FF46E2","You concentrate your power to boil a target's blood, causing it to violently explode, dealing damage to the target, and anything nearby.","Ви зосереджуєте свою силу, щоб скип'ятити кров цілі, змушуючи її бурхливо вибухнути, завдаючи шкоди противнику та всьому поблизу.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::5051897C4DAEAC85A28030BBEAB26D68","You concentrate your power to boil a target's blood, causing it to violently explode, dealing damage to the target, and anything nearby.","Ви зосереджуєте свою силу, щоб скип'ятити кров цілі, змушуючи її бурхливо вибухнути, завдаючи шкоди противнику та всьому поблизу.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::5572D0724E7CC146583A18A43967D6B3","You concentrate your power to boil a target's blood, causing it to violently explode, dealing damage to the target, and anything nearby.","Ви зосереджуєте свою силу, щоб скип'ятити кров цілі, змушуючи її бурхливо вибухнути, завдаючи шкоди противнику та всьому поблизу.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::7E6F1805468354017F3F0EB1CEB99F2A","You concentrate your power to boil a target's blood, causing it to violently explode, dealing damage to the target, and anything nearby.","Ви зосереджуєте свою силу, щоб скип'ятити кров цілі, змушуючи її бурхливо вибухнути, завдаючи шкоди противнику та всьому поблизу.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::B9DB150C4B6FED245732CE9CE4676666","You concentrate your power to boil a target's blood, causing it to violently explode, dealing damage to the target, and anything nearby.","Ви зосереджуєте свою силу, щоб скип'ятити кров цілі, змушуючи її бурхливо вибухнути, завдаючи шкоди противнику та всьому поблизу.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::CBA1AF674ED089574D1467A334CC6BE4","You concentrate your power to boil a target's blood, causing it to violently explode, dealing damage to the target, and anything nearby.","Ви зосереджуєте свою силу, щоб скип'ятити кров цілі, змушуючи її бурхливо вибухнути, завдаючи шкоди противнику та всьому поблизу.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::D3573B5348DED183351E24B48BC8BD19","You concentrate your power to boil a target's blood, causing it to violently explode, dealing damage to the target, and anything nearby.","Ви зосереджуєте свою силу, щоб скип'ятити кров цілі, змушуючи її бурхливо вибухнути, завдаючи шкоди противнику та всьому поблизу.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::E618A903438F9ED8571B0282EBCB19D4","You concentrate your power to boil a target's blood, causing it to violently explode, dealing damage to the target, and anything nearby.","Ви зосереджуєте свою силу, щоб скип'ятити кров цілі, змушуючи її бурхливо вибухнути, завдаючи шкоди противнику та всьому поблизу.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::68392C2041E7CBBE8CA2878B14F40800","Jonathan","Джонатан","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::741A9DBD475CA948BF97E39E37379047","Jonathan","Jonathan","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::E66017E14DCE23B5EC534DA5DC95C1FE","Jonathan","Jonathan","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::49BDCF8947ECCAEE625E82BB416E26B8","Some abilities are so powerful that even Vampires fear them. Blood Cauldron is one of them.  The Vampire concentrates their power on one target and makes the victim's blood boil. Through this process, the Vampire will regenerate, and absorb part of the target's blood.<lf>The Vampire will release their prey after a few seconds, leaving damaged Blood cells within them.  These Cells will continue to impact their host, before exploding after a short delay. The blast will affect any living creature near the host.<lf>Because of its dark nature, this type of ability cannot be used too often.<lf><lf>Controlling blood is one thing. Modifying the blood cells is another...""""","Some abilities are so powerful that even Vampires fear them. Blood Cauldron is one of them.  The Vampire concentrates their power on one target and makes the victim's blood boil. Through this process, the Vampire will regenerate, and absorb part of the target's blood.<lf>The Vampire will release their prey after a few seconds, leaving damaged Blood cells within them.  These Cells will continue to impact their host, before exploding after a short delay. The blast will affect any living creature near the host.<lf>Because of its dark nature, this type of ability cannot be used too often.<lf><lf>Controlling blood is one thing. Modifying the blood cells is another...""""","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::A344035F42D74D95C745B6B11EC42C6A","Some abilities are so powerful that even Vampires fear them. Abyss is one such power.<lf>The Vampire concentrates, summoning the shadows in their purest, darkest form.  These shadows capture the vampires prey, and toys with it, like a cat with a mouse. After a brief moment the shadows strike, impaling their prey.<lf>Because of its dark nature, this type of ability cannot be used too often.<lf><lf>Even a powerful Vampire is terrified to be seized by these tendrils of darkness.""""","Some abilities are so powerful that even Vampires fear them. Abyss is one such power.<lf>The Vampire concentrates, summoning the shadows in their purest, darkest form.  These shadows capture the vampires prey, and toys with it, like a cat with a mouse. After a brief moment the shadows strike, impaling their prey.<lf>Because of its dark nature, this type of ability cannot be used too often.<lf><lf>Even a powerful Vampire is terrified to be seized by these tendrils of darkness.""""","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::F21AFD95485C6F6020E161941FB2C2CF","Some abilities are so powerful that even Vampires fear them. Rage is one such ability.<lf>The Vampire loses control, and unleashes the beast within to do their dirty work. The Beast teleports itself onto targets around them, striking with an unfettered fury.<lf>Because of its dark nature, this type of ability cannot be used too often.<lf><lf>Just release the beast my friend","Some abilities are so powerful that even Vampires fear them. Rage is one such ability.<lf>The Vampire loses control, and unleashes the beast within to do their dirty work. The Beast teleports itself onto targets around them, striking with an unfettered fury.<lf>Because of its dark nature, this type of ability cannot be used too often.<lf><lf>Just release the beast my friend","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::2C5F38264C6601843B0485979DB2EE9E","You trade the Instant health gain for a greater Regeneration.","You trade the Instant health gain for a greater Regeneration.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::71D9F2ED471E994B29435FADDE6E0B42","You trade the Instant health gain for a greater Regeneration.","You trade the Instant health gain for a greater Regeneration.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::AC4B92BA42C966972B76EA8710DA6037","You trade the Instant health gain for a greater Regeneration.","You trade the Instant health gain for a greater Regeneration.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::8152B58B455C8AA2A1BC008B38931637","The Vampire concentrates and forms shadows around their prey to make them explode after a short time.<lf>This explosion will injure anything in range with needle-like living spears.<lf>Vampires often use this ability to wipe out groups of enemies from a distance.<lf><lf>They think they can challenge us with their tools","The Vampire concentrates and forms shadows around their prey to make them explode after a short time.<lf>This explosion will injure anything in range with needle-like living spears.<lf>Vampires often use this ability to wipe out groups of enemies from a distance.<lf><lf>They think they can challenge us with their tools","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::B6D4BCF54DAF59FD06504DB5DCA11AE8","The Vampire conjures their Blood and throws it like a spear. This power can take time to charge, but is very effective at medium to long range. It's a powerful supernatural tool for Vampires who don't like close combat.<lf><lf>If you cannot avoid the blood-sucker's attack","The Vampire conjures their Blood and throws it like a spear. This power can take time to charge, but is very effective at medium to long range. It's a powerful supernatural tool for Vampires who don't like close combat.<lf><lf>If you cannot avoid the blood-sucker's attack","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::C2EA83C14D958FD4422A74B1762261DE","The Vampire uses the power of his blood to heal normal, and aggravated damage, increasing his flesh, nerves, and bone regeneration.<lf>With time, this vampiric ability can be extremely powerful, sure to surprise any unwary Vampire Hunter.<lf><lf>We think of vampires as immortal","The Vampire uses the power of his blood to heal normal, and aggravated damage, increasing his flesh, nerves, and bone regeneration.<lf>With time, this vampiric ability can be extremely powerful, sure to surprise any unwary Vampire Hunter.<lf><lf>We think of vampires as immortal"," they are more vulnerable than you think.""""","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::BEE1059545B853194F2D47BC637167AB","Vampires afraid of suffering damage are familiar with the Hardiness ability.<lf>This blood ability will protect the Vampire from direct damage.<lf>Unfortunately, it does not stop them from being grabbed by enemies.<lf><lf>You can hurt my body","Vampires afraid of suffering damage are familiar with the Hardiness ability.<lf>This blood ability will protect the Vampire from direct damage.<lf>Unfortunately, it does not stop them from being grabbed by enemies.<lf><lf>You can hurt my body","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::C092C2E643274776502EA59D2059A75A","The Vampire will concentrate on the prey's blood, stopping them in their tracks, and making them defenceless.<lf><lf>It's easier to kill something that can’t move.""""","The Vampire will concentrate on the prey's blood, stopping them in their tracks, and making them defenceless.<lf><lf>It's easier to kill something that can’t move.""""","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::16860B784280E5C0A76E69BDEEFD74A1","The Shadow explosion has increased range, and damage.","The Shadow explosion has increased range, and damage.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::7EB2A4FC4A35D61CC47034B6D30D5E61","The Shadow explosion has increased range, and damage.","Тіньовий вибух має збільшену дальність і шкоду.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::A669EEBC472193CEEED5A097A95EB50D","The Shadow explosion has increased range, and damage.","Тіньовий вибух має збільшену дальність і шкоду.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::5FC493C14784E8EDA4E185892A36F126","The shadows help hide the Vampire, turning them invisible to the uninitiated. In return, it drains the Vampire's stamina if they move. Once a vampire’s stamina is empty, they will become visible again.<lf><lf>A useful tip","The shadows help hide the Vampire, turning them invisible to the uninitiated. In return, it drains the Vampire's stamina if they move. Once a vampire’s stamina is empty, they will become visible again.<lf><lf>A useful tip"," shoot.""<lf>""Shoot? Shoot what?""<lf>""Just shoot...""""","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::8A092C7B4F02A90F614DB18FAE5AA274","The shadows will pool in a single place. All targets within this area are struck constantly by slithers of darkness, causing them to bleed. The Vampire will directly absorb the blood from the wounds.","The shadows will pool in a single place. All targets within this area are struck constantly by slithers of darkness, causing them to bleed. The Vampire will directly absorb the blood from the wounds.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::A3CDD2C0409C69616D91619B48A545AE","The shadows will pool in a single place. All targets within this area are struck constantly by slithers of darkness, causing them to bleed. The Vampire will directly absorb the blood from the wounds.","The shadows will pool in a single place. All targets within this area are struck constantly by slithers of darkness, causing them to bleed. The Vampire will directly absorb the blood from the wounds.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::DF089A3C4FF5AE7CDE0E96B247FAD0E6","The shadows will pool in a single place. All targets within this area are struck constantly by slithers of darkness, causing them to bleed. The Vampire will directly absorb the blood from the wounds.","The shadows will pool in a single place. All targets within this area are struck constantly by slithers of darkness, causing them to bleed. The Vampire will directly absorb the blood from the wounds.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::782941AA47FACEC2535FF6853D0C81BD","The target's blood will now burst out of their body, flowing towards your mouth to feed you without touching your prey. ","Кров жертви вирветься з її тіла і стікатиме до ваших уст, щоб нагодувати вас, не торкаючись вашої здобичі. ","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::85D298CA4889FB1DE45B609C17E9BD80","The target's blood will now burst out of their body, flowing towards your mouth to feed you without touching your prey. ","Кров жертви вирветься з її тіла і стікатиме до ваших уст, щоб нагодувати вас, не торкаючись вашої здобичі. ","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::F7FBEFAB49EDCB03D5C80EA9E0AB0722","The target's blood will now burst out of their body, flowing towards your mouth to feed you without touching your prey. ","Кров жертви вирветься з її тіла і стікатиме до ваших уст, щоб нагодувати вас, не торкаючись вашої здобичі. ","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::817E3217423C1330A3F9B68F3073DD0A","Toggle:  Drain your stamina to fade into the shadows, and become invisible to most enemies. Moving in this state will drain more stamina. The Fog sticks to you, and you are now able to dodge while using Shadow Veil.<lf>You will exit the shadows if you attack or when your stamina is empty.","Toggle:  Drain your stamina to fade into the shadows, and become invisible to most enemies. Moving in this state will drain more stamina. The Fog sticks to you, and you are now able to dodge while using Shadow Veil.<lf>You will exit the shadows if you attack or when your stamina is empty.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::AC0001CA45257290A5F3A58BD04EFEBE","Toggle:  Drain your stamina to fade into the shadows, and become invisible to most enemies. Moving in this state will drain more stamina. The Fog sticks to you, and you are now able to dodge while using Shadow Veil.<lf>You will exit the shadows if you attack or when your stamina is empty.","Toggle:  Drain your stamina to fade into the shadows, and become invisible to most enemies. Moving in this state will drain more stamina. The Fog sticks to you, and you are now able to dodge while using Shadow Veil.<lf>You will exit the shadows if you attack or when your stamina is empty.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::1FD9280F4F2722AA448272AFD6DBDAD0","Toggle: Drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>You will exit the shadows if you attack or dodge, or when your stamina is empty.","Toggle: Drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>You will exit the shadows if you attack or dodge, or when your stamina is empty.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::D6A296D2451E5FBED46ADCB076A8AE40","Toggle: Drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>You will exit the shadows if you attack or dodge, or when your stamina is empty.","Toggle: Drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>You will exit the shadows if you attack or dodge, or when your stamina is empty.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::45E8E58045C5A1E6C5238582E079DBB1","Toggle:  Drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>You gain damage and stun bonuses if you leave the shadows.","Toggle:  Drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>You gain damage and stun bonuses if you leave the shadows.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::834924784550E3CDF662ECB5CE2A5497","Toggle:  Drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>You gain damage and stun bonuses if you leave the shadows.","Toggle:  Drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>You gain damage and stun bonuses if you leave the shadows.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::9E1DF81C4C193A8B38A645ACEC4716FC","Toggle:  Drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>You gain damage and stun bonuses if you leave the shadows.","Toggle:  Drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>You gain damage and stun bonuses if you leave the shadows.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::134162BF4814094E1EEE619F18547094","The common belief that Vampires can disappear into thin air is misleading. Rather, they can greatly increase their speed with blood, moving so fast that to human eyes it appears as if they appear and reappear at will.<lf>Correctly used, this ability can be offensive or defensive, depending on the Vampire's state of mind.<lf><lf>It's too easy to catch up to your prey with Spring... it's almost boring when they start running...""""","The common belief that Vampires can disappear into thin air is misleading. Rather, they can greatly increase their speed with blood, moving so fast that to human eyes it appears as if they appear and reappear at will.<lf>Correctly used, this ability can be offensive or defensive, depending on the Vampire's state of mind.<lf><lf>It's too easy to catch up to your prey with Spring... it's almost boring when they start running...""""","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::EB2A7AA9486AE8E36134529EDDDA0D46","As natural predators, Vampires have received some gifts from Mother Nature, like claws instead of fingernails. These natural weapons can easily cut through tissue, and are very useful for piercing a prey's arteries.<lf><lf>If you use your claws","Як природні хижаки, вампіри отримали від матері-природи деякі дари, наприклад, пазурі замість нігтів. Ця природна зброя може легко розтинати тканини й дуже корисна для проколювання артерій жертви.<lf><lf>Якщо ви користуєтесь пазурами","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::1430D89F4408C2A313B493AF147BB50B","You create an invisible Barrier, absorbing direct damage until it fades, or is destroyed.","Ви створюєте невидимий заслін, який поглинає шкоду, поки не зникне або не буде зруйнований.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::A683CA0D42176F338AC1F29E9609A1B5","You create an invisible Barrier, absorbing direct damage until it fades, or is destroyed.","Ви створюєте невидимий заслін, який поглинає шкоду, поки не зникне або не буде зруйнований.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::D91A94D749E277341A489F9DC977A6F4","When your Barrier disappears, it explodes and deals damage to anyone nearby.","Коли ваш заслін зникає, то він вибухає та завдає шкоди усім поблизу.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::E72EBEEA4FFD0AE9D44FF983485A8CE2","When your Barrier disappears, it explodes and deals damage to anyone nearby.","Коли ваш заслін зникає, то він вибухає та завдає шкоди усім поблизу.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::9DB37E1E424E4C8C133643A20FD18136","When your Barrier disappears, it explodes and deals damage to anyone nearby.","Коли ваш заслін зникає, то він вибухає та завдає шкоди усім поблизу.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::B00DF6374C10430B4F9216B03B2E06DE","You perform a supernatural move to your target and cause damage upon landing.","Ви здійснюєте надприродний рух до своєї цілі та завдаєте їй шкоди під час приземлення.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::C147FBE844ECD7FEA7F14983C558A666","You perform a supernatural move to your target and cause damage upon landing.","Ви здійснюєте надприродний рух до своєї цілі та завдаєте їй шкоди під час приземлення.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::B784477E4E52D3E4C65B87856F97B51E","You can now carry 10 serums on you","Тепер ви можете носити з собою 10 сироваток","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::F28E322042E2527DE48C60A765E7E373","You can now carry 11 serums on you","Тепер ви можете носити з собою 11 сироваток","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::192162E4440256CFB6DC0283CE25031F","You can now carry 12 serums on you","Тепер ви можете носити з собою 12 сироваток","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::272B56E1461863AA9DB60D99952A19E6","You can now carry 3 serums on you","Тепер ви можете носити з собою 3 сироватки","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::27AF823F40F2883E0DD906ACFC56668A","You can now carry 4 serums on you","Тепер ви можете носити з собою 4 сироватки","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::C9C6E7424ABC45D50F95D5BFCCCF6BC5","You can now carry 5 serums on you","Тепер ви можете носити з собою 5 сироваток","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::B6A7981F43CFA2720068D09470C9B9E7","You can now carry 6 serums on you","Тепер ви можете носити з собою 6 сироваток","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::9DF0F92A427A539E98747F95AD5C867F","You can now carry 7 serums on you","Тепер ви можете носити з собою 7 сироваток","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::07F9F3FE4E3EE31DE5138FBCC5F9609C","You can now carry 8 serums on you","Тепер ви можете носити з собою 8 сироваток","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::600DEF5342170507D7A494842B8BF502","You can now carry 9 serums on you","Тепер ви можете носити з собою 9 сироваток","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::6006E6F64AE2CBDF4C2CB1B2E0FF3BE3","You concentrate to create three small blood spears that will hit all enemies facing you. Compared to the base ability, range and damage is reduced.","Ви зосереджуєтесь, щоб створити три малі списи з крові, які вразять усіх ворогів перед вами. У порівнянні з базовим вмінням, дальність та індивідуальна шкода зменшені.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::9B6E719F4F3FCF3952FEB98F7DBACA18","You concentrate to create three small blood spears that will hit all enemies facing you. Compared to the base ability, range and damage is reduced.","Ви зосереджуєтесь, щоб створити три малі списи з крові, які вразять усіх ворогів перед вами. У порівнянні з базовим вмінням, дальність та індивідуальна шкода зменшені.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::D40D23D84AA4E6387930AAB39C50C389","You concentrate to create three small blood spears that will hit all enemies facing you. Compared to the base ability, range and damage is reduced.","Ви зосереджуєтесь, щоб створити три малі списи з крові, які вразять усіх ворогів перед вами. У порівнянні з базовим вмінням, дальність та індивідуальна шкода зменшені.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::8A0B622943051B9542969C91647AB333","You create an invisible Barrier, absorbing direct damage until it fades, or is destroyed.","Ви створюєте невидимий заслін, який поглинає шкоду, поки не зникне або не буде зруйнований.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::3978BD1B4A23D4C7123B77A3582C36B5","You create an invisible Barrier, absorbing direct damage until it fades, or is destroyed.","Ви створюєте невидимий заслін, який поглинає шкоду, поки не зникне або не буде зруйнований.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::5FB2C7EE45390A7761248DA38AF9DA8D","You create an invisible Barrier, absorbing direct damage until it fades, or is destroyed.","Ви створюєте невидимий заслін, який поглинає шкоду, поки не зникне або не буде зруйнований.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::767573D44A19667B3D51B8ADCA710E27","You drain your own blood to heal normal and aggravated damage instantly.","Ви проливаєте власну кров, щоби миттєво вилікувати прості та сильні рани.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::7FED222147D621FAA3F144990929ED52","You drain your own blood to heal normal and aggravated damage instantly.","Ви проливаєте власну кров, щоби миттєво вилікувати прості та сильні рани.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::686580E249ED64A873E51B99EF8B4B78","You have learned to use your claws' strength, and now strike your prey with a stunning Effect.","Ви навчилися користуватися силою своїх пазурів, і тепер можете приголомшити свою жертву.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::752EAEDE419BB6A35BA86BAD0423DAF8","You have learned to use your claws' strength, and now strike your prey with a stunning Effect.","Ви навчилися користуватися силою своїх пазурів, і тепер можете приголомшити свою жертву.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::7E7B40C84D8D77B89A62F39BC204AB7D","You have learned to use your claws' strength, and now strike your prey with a stunning Effect.","Ви навчилися користуватися силою своїх пазурів, і тепер можете приголомшити свою жертву.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::FF33A7564726F0F3AC0FA8AB0CF1EE72","You have learned to use your claws' strength, and now strike your prey with a stunning Effect.","Ви навчилися користуватися силою своїх пазурів, і тепер можете приголомшити свою жертву.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::2AAEB037491FC6AB14F7F8B78AF907CF","Place a cloud of shadows at the target's feet, or yours.  The cloud will explode after a short time causing heavy damage.","Створює хмару тіней біля ніг цілі або біля себе. Через деякий час хмара вибухне, завдавши значної шкоди.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::ADDE35F5459AF72861B0C9AB1503ACF7","Place a cloud of shadows at the target's feet, or yours.  The cloud will explode after a short time causing heavy damage.","Створює хмару тіней біля ніг цілі або біля себе. Через деякий час хмара вибухне, завдавши значної шкоди.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::2B7F5B954B324A1FC4406C89B2EB403A","You throw a spear made of blood, which can pass through enemies in front of you.","Ви метаєте спис зроблений з крові, який просікає ворогів перед вами.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::F078EDED450D63B29F4EB099021F0633","You throw a spear made of blood, which can pass through enemies in front of you.","Ви метаєте спис зроблений з крові, який просікає ворогів перед вами.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::420E04074B65190A0BD0D29272BB2DFC","You throw a large blood spear, which can pass through enemies in front of you. This massive projectile will deal greater damage than before.","Ви метаєте довгий спис із крові, який просікає ворогів перед вами. Цей великий снаряд завдасть більшої шкоди, ніж раніше.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::D061856F4D0269B6683808A66FB78A20","You throw a large blood spear, which can pass through enemies in front of you. This massive projectile will deal greater damage than before.","Ви метаєте довгий спис із крові, який просікає ворогів перед вами. Цей великий снаряд завдасть більшої шкоди, ніж раніше.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::FF8718B642F97A4F0713938460F45D38","You throw a large blood spear, which can pass through enemies in front of you. This massive projectile will deal greater damage than before.","Ви метаєте довгий спис із крові, який просікає ворогів перед вами. Цей великий снаряд завдасть більшої шкоди, ніж раніше.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::0173A29844806C41A919BF8B33B28576","You will block your target's blood in their veins, making them defenceless.","Ви зупиняєте кров у венах жертви, роблячи її беззахисною.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::FD0AC2CD4DE7AAAA0C730A8DFD345D7A","You will block your target's blood in their veins, making them defenceless.","Ви зупиняєте кров у венах жертви, роблячи її беззахисною.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::3D11CF6F4E5582558A7DFEAC99AD7FD2","You concentrate your blood in your hands and feet to increase the impact on your target. If your target is already stunned, you embrace them automatically.","You concentrate your blood in your hands and feet to increase the impact on your target. If your target is already stunned, you embrace them automatically.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::CBFD49624CEA1769255EE6AABA99B25A","You concentrate your blood in your hands and feet to increase the impact on your target. If your target is already stunned, you embrace them automatically.","You concentrate your blood in your hands and feet to increase the impact on your target. If your target is already stunned, you embrace them automatically.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::E37E735B498E5853B5BAF695B2F69C85","You concentrate your blood in your hands and feet to increase the impact on your target. If your target is already stunned, you embrace them automatically.","You concentrate your blood in your hands and feet to increase the impact on your target. If your target is already stunned, you embrace them automatically.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::614281624B5EF9CA6C0D54B7496FD8C8","You cut through the flesh of your prey so deeply, that you now gain blood with each hit.","You cut through the flesh of your prey so deeply, that you now gain blood with each hit.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::CCE2D2AD40D33FB2054E3F8D3195B0D8","You cut through the flesh of your prey so deeply, that you now gain blood with each hit.","You cut through the flesh of your prey so deeply, that you now gain blood with each hit.","","","","","","","","",""
"[17409B301A03000E00030274356A75DA]::D58664B54989EC5395D994B936871835","You cut through the flesh of your prey so deeply, that you now gain blood with each hit.","Ви так сильно розрізаєте плоть своєї жертви, що тепер з кожним ударом ви отримуєте її кров.","","","","","","","","",""
